designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 66728020661011072",66728020661011072,56.80128761475344,24.21459913383632,1.3871766443155873,1.059094705372873,-1.7499536284462567,0.93264323,19.666565,1.3457527,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728024955714944",66728024955714944,56.81387393351352,24.20960272034871,0.8984857323179537,2.8119004203716464,-5.07600677741566,0.9519916,20.102953,1.9605274,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728055020748800",66728055020748800,56.77936081246923,24.213389524590745,0.6855766448229075,3.608415406036814,-8.904568785921503,0.9663579,18.72759,1.9014816,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3608.0134,4.6775,-1.7284,462.5122,0.0108,0.0076,0.0041
"Gaia DR3 66728055020750080",66728055020750080,56.782839682091364,24.217359690684752,0.5007246386078548,9.095850219429654,-5.951836144754061,1.3287011,18.294872,2.2609653,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3354.0806,4.6037,-0.8203,352.0182,0.435,0.2896,0.1687
"Gaia DR3 66728089380489856",66728089380489856,56.79919803388031,24.22520398933277,,,,,19.05937,3.8396454,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728089380491648",66728089380491648,56.796014445411146,24.230810652961136,7.219228074892927,19.51262477045458,-45.79436569802546,1.052468,17.542105,3.0739517,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,3171.0742,4.9568,0.0296,146.1289,1.0917,0.6627,0.4635
"Gaia DR3 66728089380492160",66728089380492160,56.799503754015504,24.23144167346539,7.1911527684325165,19.07404745779211,-43.299155859962404,1.2849022,17.551449,3.3815842,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,3134.3855,4.8554,0.4235,163.8168,1.1563,0.6856,0.5147
"Gaia DR3 66728093677382912",66728093677382912,56.80206647506071,24.227452479056428,0.6840599052898966,-0.019565087142654036,-5.6398167263402925,0.8787971,16.409609,1.184433,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4676.0737,4.383,-1.2586,1174.3854,0.0797,0.0627,0.0337
"Gaia DR3 66728123740227840",66728123740227840,56.8280458034753,24.222619033121948,,,,,20.609415,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728128034922624",66728128034922624,56.825655460069,24.2305614540442,7.652274856009464,19.7293757744864,-46.55480539729653,0.90118986,17.556929,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728128034926208",66728128034926208,56.816672340918025,24.222250921428465,-0.17113017723704477,4.403877103051493,-4.041014248099051,1.0656153,20.060284,1.7987766,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728128035075840",66728128035075840,56.82767774740343,24.222434109663805,-0.6301561992517152,-1.352026915768184,-2.0571131241150384,0.98861164,20.062157,1.0595646,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728128035315584",66728128035315584,56.82254842827986,24.222483440215,,,,,20.928215,1.1227608,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728128037119616",66728128037119616,56.825618307373404,24.230780242547077,7.529039931598729,18.023220293900117,-46.54776548308693,0.89206386,17.030983,3.3391886,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 66728158099967232",66728158099967232,56.833672165072706,24.227754022552553,0.09799326558613711,-1.8885410631378947,-4.672603598791903,1.1200321,19.471582,1.8713856,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728158099969024",66728158099969024,56.83083000693067,24.232713638616836,0.38496097058329326,2.6084038770618747,-6.840339345355558,1.0198679,19.575834,1.4673424,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728162394661248",66728162394661248,56.8332699165284,24.22635020350914,0.5223232365299433,-1.6244082045394563,0.10773031935840342,1.0847931,20.34205,1.5979004,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728192459707648",66728192459707648,56.81331746896928,24.2370237428666,0.0033955100602139493,-0.917440430521135,-0.7895915452849707,1.0196129,19.671366,0.8671951,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728231116372608",66728231116372608,56.822511149086665,24.24292427792182,0.3635507404526522,0.6804205440775144,-4.127771294977666,1.0600295,16.250559,1.0693083,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5638.2354,4.6146,-1.1368,1041.8567,0.5932,0.4862,0.265
"Gaia DR3 66728261179457280",66728261179457280,56.73079609577404,24.189832383789316,0.19030300840752656,1.2026676629721353,-7.234639815001698,1.0220653,20.113611,1.8288536,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728265476081408",66728265476081408,56.73055847874693,24.187798191519004,7.225399757694413,20.392590515354556,-44.02063830180597,1.0476388,17.19236,3.5798693,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 66728329898650752",66728329898650752,56.727427050709565,24.194794052287964,0.33121647187701186,-0.40189662903388507,-1.1531076669668987,1.0439847,18.980257,0.873127,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,5159.6646,4.8137,-1.8759,2766.033,0.0029,0.0024,0.0013
"Gaia DR3 66728329898650880",66728329898650880,56.7227224183146,24.19439693192725,0.5749908978939495,2.3607952992445043,-2.004811320549207,0.94564587,17.823053,1.0837383,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4776.406,4.9081,-3.0317,1116.7169,0.0119,0.0094,0.0051
"Gaia DR3 66728364258391936",66728364258391936,56.7300670765985,24.20204617852352,-1.1914968142157125,2.154687601511951,-4.731449146303888,0.9850924,20.088749,1.2874031,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728364258392704",66728364258392704,56.729258133108786,24.20688541307333,-0.1258717001481548,1.8097018972795178,-1.0089213479760557,1.0415227,18.6176,1.1407757,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4623.094,4.8927,-1.6926,1487.9558,0.002,0.0015,8.0E-4
"Gaia DR3 66728364258393856",66728364258393856,56.73400898570043,24.21181841918895,-1.362163967277722,4.444272132560521,-1.6370733509872464,0.94019955,20.483978,0.7778492,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728398618132096",66728398618132096,56.758705824417454,24.21041808561975,-0.02296564197614034,-0.01763524324359017,-1.4185393501797852,1.1111214,15.698822,1.7715034,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4835.1836,3.2858,0.1334,2544.8967,1.6042,1.2042,0.6393
"Gaia DR3 66728402912849664",66728402912849664,56.75575076495266,24.208348817725923,1.5654221813496971,1.3866461996757322,-2.222096556576032,1.0253087,20.131498,1.0390282,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728402915032704",66728402915032704,56.759089574732585,24.199863230556137,0.6780786992610299,-1.7575280977751677,-0.24842504293425838,0.9296909,15.005538,0.9202385,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,6144.013,4.3146,-0.6894,1202.0874,0.57,0.4808,0.262
"Gaia DR3 66728432977871616",66728432977871616,56.76627828550149,24.215423154780705,1.1916024026781002,7.001243626389935,-15.270723838921539,1.0409228,18.645943,2.1295223,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3462.4453,4.5311,-1.4989,386.5088,0.5261,0.3573,0.2015
"Gaia DR3 66728471634508416",66728471634508416,56.74824537645845,24.217211733038997,1.3574862912095094,6.659118108976452,-14.959510766614962,1.0683925,17.973032,2.1137028,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3751.7922,4.8838,-0.6959,426.9163,0.9439,0.6549,0.3603
"Gaia DR3 66728501697350016",66728501697350016,56.757758532077304,24.224328016207984,7.379354659402112,18.826867117987913,-43.79682879291498,1.0413917,18.567303,3.3200836,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3000.9429,4.6176,-0.5022,137.3715,2.2981,1.3504,0.9193
"Gaia DR3 66728540352739200",66728540352739200,56.713331187642396,24.202746114505054,,,,,20.89557,0.88643265,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728540354575360",66728540354575360,56.7102518994115,24.196106512636085,0.2839567987163062,6.271260530236875,-4.70893979538632,1.0045553,18.39933,1.977375,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3582.568,4.5961,-0.7124,649.6341,0.4746,0.3268,0.1841
"Gaia DR3 66728570416823808",66728570416823808,56.72685017492729,24.210646135288755,0.40281129751014305,2.1485226950873852,-3.1563327925577926,0.91416484,18.266409,1.5665035,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4013.1848,4.9696,-1.3519,664.7985,0.0463,0.0338,0.0182
"Gaia DR3 66728673496043136",66728673496043136,56.72991442323183,24.229048082677533,0.34519261271300816,4.154105342011897,-3.3315685834399726,1.0474299,17.217712,1.2084122,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4645.9033,4.7597,-0.96,1001.9359,0.0298,0.0233,0.0125
"Gaia DR3 66728673496043648",66728673496043648,56.73316450516463,24.230644254418497,1.3664810606726605,0.7514163418235066,-2.164496751857749,1.0495219,19.093307,1.4973373,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728707855780992",66728707855780992,56.743754817041406,24.22796035316184,0.4372514056021333,1.4132470903015488,-2.0311152010194897,0.944799,20.281166,1.7710953,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728707855781760",66728707855781760,56.745626605138696,24.229839330984348,0.56796709021902,2.322483843607424,-9.530009337593409,0.96848756,18.03728,1.3846779,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4257.6567,5.0053,-1.7486,689.8708,0.0187,0.0141,0.0076
"Gaia DR3 66728712152676224",66728712152676224,56.736205758973774,24.23715418029251,0.33906572264145357,2.5523092851581355,1.031537365225412,1.0595162,15.814654,0.9895611,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5928.0815,4.4221,-0.7453,1249.0979,0.5865,0.4894,0.2667
"Gaia DR3 66728776575261312",66728776575261312,56.73790008282278,24.241161729704768,-0.047601115390625504,5.466267431115373,-1.060400971802352,1.0542777,19.16079,1.8699665,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728810934997632",66728810934997632,56.77551155662578,24.231520925120194,0.9760858777696968,-0.7142788526642696,-0.558617932450853,1.0009793,19.626945,0.95301056,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728914014216960",66728914014216960,56.78506308833281,24.248065330971325,-0.02371518710513515,-0.5159560927564556,-0.6943615184946131,1.0061895,19.143164,0.99285126,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728918308908800",66728918308908800,56.77408018203263,24.24385634306589,-0.38655584292865325,-0.08014148565538332,-1.0099306809942936,0.8871322,18.136127,0.9667282,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5228.7495,4.788,-2.1922,2010.186,0.0067,0.0054,0.003
"Gaia DR3 66728918309122176",66728918309122176,56.78043598459607,24.23903929845003,-0.0764966799644882,3.729484593172148,-1.3243679428505017,1.0129613,20.180096,1.852602,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728918309301120",66728918309301120,56.77497125737674,24.24071329138564,,,,,20.815079,1.0021896,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728918311692032",66728918311692032,56.77998699652917,24.24945217770742,0.44187999434223585,6.418011623341826,-7.18164963963533,0.9823619,17.917742,1.4634991,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4149.067,4.8323,-1.1259,853.1783,0.0078,0.0058,0.0031
"Gaia DR3 66728918311713408",66728918311713408,56.77343291508913,24.250281253405866,,,,,21.732758,1.8163929,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728952669039616",66728952669039616,56.79266360196246,24.245976341970596,-0.46152194793293777,4.758379711282297,0.8004870104598099,1.0233237,20.640818,1.6275997,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66728952670840832",66728952670840832,56.79004357614744,24.244796240625092,0.37625048264343425,-0.9198596885801034,-0.40467309410925145,1.0199912,16.402283,0.99273396,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5294.907,4.3888,-1.5813,1573.4335,0.1942,0.1593,0.087
"Gaia DR3 66728982733696896",66728982733696896,56.81841687211768,24.2577844404311,1.640393558384218,5.326121347735293,-39.91542395791808,1.0067655,19.125074,2.1706314,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66729017093434880",66729017093434880,56.78629321859985,24.257766150899936,0.8658289831912966,-0.06733292117021121,0.0684407576768896,1.0143834,19.641521,1.798809,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66729017093437184",66729017093437184,56.78807637174705,24.26543826774902,-0.18357651078624973,-0.5190551035002413,-2.2784030890794105,0.9798659,19.118622,1.255907,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66729021390315776",66729021390315776,56.79316275508385,24.257509040617485,0.13283918656625324,1.4897638724394422,-0.11395447247418929,1.0393429,14.073826,1.555294,22.18295,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 66729021390315904",66729021390315904,56.789309152832566,24.259489450443994,7.833640432074027,18.7083680264338,-44.982383170557924,1.1386613,17.858953,3.257038,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,3093.3525,4.9755,0.0656,141.3989,1.0449,0.6223,0.4501
"Gaia DR3 66729021390316672",66729021390316672,56.78421400265048,24.25555472298495,0.7276580255177467,-0.7208117210226831,-4.665323697616779,1.0640185,15.757744,1.0722094,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5569.152,4.5653,-0.6615,918.66,0.5086,0.416,0.2245
"Gaia DR3 66729021390317056",66729021390317056,56.78126687839589,24.254357601621763,-0.10609626389672858,0.9076389422393146,-0.3738021760244832,1.4676509,17.36144,1.1329136,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4793.0146,4.8959,-2.5535,892.4398,0.0396,0.0315,0.0172
"Gaia DR3 66729051453174528",66729051453174528,56.80177646829548,24.26054747427434,-0.2034590833131899,0.9477826062164736,-1.197502026474449,0.968397,18.624147,1.0909462,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4719.317,4.8707,-1.5661,1703.9076,0.0044,0.0034,0.0019
"Gaia DR3 66729055750053632",66729055750053632,56.797878495320525,24.25905298148737,0.3234498052404305,-2.453778769826517,-1.036416597173564,1.0346003,16.077509,0.9948864,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5360.4565,4.3527,-1.5106,1439.2758,0.2771,0.2275,0.1244
"Gaia DR3 66729085812906496",66729085812906496,56.752085686505474,24.24017989303113,-0.22383793440327254,-0.8605252650185246,-0.6607195767705635,1.0017537,17.494005,0.87607765,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5349.835,4.7925,-2.9172,1574.1471,0.0135,0.0112,0.0062
"Gaia DR3 66729085812908544",66729085812908544,56.752414989741695,24.247863798705815,,,,,20.67398,1.0658779,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66729124469532928",66729124469532928,56.7610201718968,24.25927261923714,0.6599933636060457,4.212271330124251,-6.246261056954032,0.9003661,16.12569,1.0638752,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5469.1074,4.6232,-0.8967,957.3427,0.4781,0.3911,0.2126
"Gaia DR3 66729124470143488",66729124470143488,56.77275785111734,24.251375402256315,,,,,21.168404,1.8882504,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66729158827471232",66729158827471232,56.74098898081858,24.251188558298832,0.14114878734019728,4.8513385980663895,-4.909887059064118,1.0741019,20.74105,1.695734,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66729188892128640",66729188892128640,56.760103473116835,24.263664372666874,0.37309722688623936,-2.4730550720639313,0.0742534858835294,1.1140219,17.20707,1.0117168,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5007.2827,4.7979,-1.986,1110.9783,0.0373,0.0301,0.0164
"Gaia DR3 66729193186810752",66729193186810752,56.76016345373295,24.271345056412038,0.5303758564365353,6.438045700007994,-4.123303911000378,0.9782821,20.073818,2.0481644,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66729193186814464",66729193186814464,56.75182069012865,24.261549544364566,0.6962925590183162,-1.5035693992220427,-0.9292580882291575,1.0130162,19.702778,0.7478752,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66729193189009792",66729193189009792,56.75273098878731,24.262675795010214,1.1295172514015597,0.815935065379354,1.2129974228541343,0.95478696,17.20069,1.687437,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4074.7637,4.7526,-0.5223,604.3773,0.3474,0.2533,0.1356
"Gaia DR3 66729227548747008",66729227548747008,56.771499459645305,24.261456876023228,0.22608031720125887,-0.5219539389933973,-1.3397550510305516,0.8670271,17.893913,1.1131744,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4777.691,4.9008,-2.2397,1120.6738,0.0433,0.0341,0.0186
"Gaia DR3 66729257611608192",66729257611608192,56.780708569348924,24.27370672301674,0.6976197964654125,0.027158090585739536,-0.47298417966233863,1.0054587,19.54531,1.1656036,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66729257612783232",66729257612783232,56.79547842108363,24.275521231399466,0.4965022317989282,4.9016199641419895,-3.7537767351573237,1.0739968,18.497902,1.7430458,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66729261906280576",66729261906280576,56.79188755200093,24.269727151363206,0.12694106323000398,0.6478686449192246,-9.7816509720977,1.1624062,19.742748,2.7055874,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
